Commodity2,Attribute,Unit,YearProjected2,Year2,Value
"Corn, million acres",Planted acres (Year Projected: 2004),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2004),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2003/04,78.7,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2004/05,81.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2005/06,81.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2006/07,81.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2007/08,81.5,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2008/09,82.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2009/10,82.5,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2010/11,83.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2011/12,83.5,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2012/13,84.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2013/14,84.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2014/15,84.0,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2015/16,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2016/17,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2017/18,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2018/19,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2019/20,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2020/21,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2021/22,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2005),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2004/05,80.9,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2005/06,81.6,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2006/07,80.5,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2007/08,81.0,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2008/09,82.0,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2009/10,84.0,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2010/11,84.5,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2011/12,85.0,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2012/13,85.0,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2013/14,85.0,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2014/15,84.5,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2015/16,84.5,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2016/17,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2017/18,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2018/19,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2019/20,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2020/21,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2021/22,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2006),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2005/06,81.8,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2006/07,78.6,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2007/08,86.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2008/09,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2009/10,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2010/11,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2011/12,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2012/13,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2013/14,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2014/15,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2015/16,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2016/17,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2017/18,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2018/19,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2019/20,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2020/21,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2021/22,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2007),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2006/07,78.3,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2007/08,93.6,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2008/09,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2009/10,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2010/11,93.0,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2011/12,92.0,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2012/13,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2013/14,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2014/15,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2015/16,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2016/17,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2017/18,92.0,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2018/19,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2019/20,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2020/21,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2021/22,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2008),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2007/08,93.6,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2008/09,85.9,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2009/10,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2010/11,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2011/12,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2012/13,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2013/14,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2014/15,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2015/16,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2016/17,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2017/18,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2018/19,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2019/20,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2020/21,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2021/22,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2009),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2007/08,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2008/09,86.0,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2009/10,86.4,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2010/11,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2011/12,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2012/13,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2013/14,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2014/15,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2015/16,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2016/17,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2017/18,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2018/19,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2019/20,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2020/21,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2021/22,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2010),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2007/08,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2008/09,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2009/10,86.5,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2010/11,88.2,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2011/12,92.0,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2012/13,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2013/14,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2014/15,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2015/16,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2016/17,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2017/18,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2018/19,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2019/20,92.0,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2020/21,92.0,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2021/22,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2011),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2007/08,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2008/09,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2009/10,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2010/11,88.2,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2011/12,91.9,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2012/13,94.0,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2013/14,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2014/15,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2015/16,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2016/17,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2017/18,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2018/19,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2019/20,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2020/21,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2021/22,92.0,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2022/23,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2012),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2007/08,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2008/09,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2009/10,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2010/11,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2011/12,91.9,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2012/13,96.9,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2013/14,96.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2014/15,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2015/16,86.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2016/17,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2017/18,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2018/19,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2019/20,90.5,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2020/21,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2021/22,91.5,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2022/23,92.0,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2023/24,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2013),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2007/08,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2008/09,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2009/10,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2010/11,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2011/12,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2012/13,97.2,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2013/14,95.3,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2014/15,93.5,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2015/16,91.0,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2016/17,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2017/18,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2018/19,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2019/20,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2020/21,88.5,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2021/22,88.5,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2022/23,88.5,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2023/24,88.5,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2024/25,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2014),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2007/08,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2008/09,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2009/10,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2010/11,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2011/12,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2012/13,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2013/14,95.4,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2014/15,90.9,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2015/16,88.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2016/17,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2017/18,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2018/19,90.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2019/20,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2020/21,89.5,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2021/22,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2022/23,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2023/24,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2024/25,89.0,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2025/26,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2026/27,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2027/28,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2028/29,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2029/30,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2030/31,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2031/32,,,,
"Corn, million acres",Planted acres (Year Projected: 2015),2032/33,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),1998/99,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),1999/00,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2000/01,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2001/02,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2002/03,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2003/04,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2004/05,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2005/06,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2006/07,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2007/08,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2008/09,,,,
"Corn, million acres",Planted acres (Year Projected: 2016),2009/10,,,,
